date,average_price,total_volume,4046,4225,4770,total_bags,small_bags,large_bags,xlarge_bags,type,year,geography
8/11/19,1.34,37406700.1,9588930.54,9165179.06,907351.65,17745238.85,11187291.77,5806802.98,751144.1,conventional,2019,Total U.S.
6/4/17,1.24,37352360.59,13248334.78,10157565.24,667066.51,13279394.06,10103007.01,2946264.52,230122.53,conventional,2017,Total U.S.
11/3/19,1.04,37329536.19,10376832.82,7835071.72,598957.72,18518673.93,10710796.01,7268951.62,538926.3,conventional,2019,Total U.S.
6/25/17,1.17,37305307.68,12901031.63,10805961.74,655965.98,12942348.33,9462413.18,3202253.91,277681.24,conventional,2017,Total U.S.
1/14/18,1.2,37299945.22,12600918.24,11866197.84,652808.4,12180020.74,8128241.88,3917569.95,134208.91,conventional,2018,Total U.S.
9/22/19,1.2,37132649.17,10297739.55,8794973.38,561900.63,17478035.61,9839007.16,7246420.68,392607.77,conventional,2019,Total U.S.
9/4/16,1.04,37130688.91,14643465.52,11083513.46,540680.89,10863029.04,8555283.68,2214419.29,93326.07,conventional,2016,Total U.S.
6/11/17,1.21,37039853.8,13490545.5,10090861.46,648410.9,12810035.94,9373421.78,3128713.2,307900.96,conventional,2017,Total U.S.
5/28/17,1.28,37030893.73,12841952.21,10932970.72,673384.78,12582586.02,9312239.39,3013459.42,256887.21,conventional,2017,Total U.S.
6/14/15,0.98,37026085.75,16383685.07,12821015.03,1085081.61,6736304.04,5893641.72,822399.78,20262.54,conventional,2015,Total U.S.
2/26/17,0.99,37007797.69,13173668.36,11398142.68,896761.77,11539224.88,8945888.88,2405733.76,187602.24,conventional,2017,Total U.S.
5/22/16,0.93,36958035.51,11711999.81,12981224.42,1640829.4,10623981.88,7835766.14,2563223.75,224991.99,conventional,2016,Total U.S.
10/14/18,1.08,36869560.39,11397965.02,10293294.29,599007.52,14579293.56,10460714.07,3928694.16,189885.33,conventional,2018,Total U.S.
8/26/18,1.22,36867974.58,11171123.21,11286479.97,699010.18,13711361.22,9484135.03,3930111.9,297114.29,conventional,2018,Total U.S.
2/28/16,0.91,36801817.68,11907394.72,13210854.56,1560167.75,10123400.65,7251666.99,2802238.74,69494.92,conventional,2016,Total U.S.
2/18/18,1.08,36709887.49,13262751.42,10491918.44,552969.73,12402247.9,9023351.68,3151157.42,227738.8,conventional,2018,Total U.S.
1/7/18,1.13,36703156.72,13730992.75,10781339.21,677714.86,11513109.9,8231766.23,3130919.1,150424.57,conventional,2018,Total U.S.
5/14/17,1.19,36634269.03,12807836.17,9717257.8,652973.26,13456201.8,10373347.62,2859413.59,223440.59,conventional,2017,Total U.S.
6/26/16,1.04,36617023.79,12189035.17,12029918.6,1624942.43,10773127.59,8834969.52,1609568.98,328589.09,conventional,2016,Total U.S.
4/10/16,0.9,36584029.39,12879820.47,11538132.36,1666275.13,10499801.43,7808770.98,2613293.43,77737.02,conventional,2016,Total U.S.
6/7/15,1,36549995.66,16529797.6,12582265.21,1144715.95,6293216.9,5304562.91,943995.95,44658.04,conventional,2015,Total U.S.
2/14/16,0.88,36476441.86,11913078.3,13187973.29,1811090.71,9564299.56,7102422.27,2387455.67,74421.62,conventional,2016,Total U.S.
5/10/15,1.02,36400886.58,16215328.75,13509064.65,858145.45,5818347.73,4991625.82,816629.4,10092.51,conventional,2015,Total U.S.
3/13/16,0.93,36374516.14,11661687.44,13104887.66,1800065.57,9807875.47,7231162.6,2521123.87,55589,conventional,2016,Total U.S.
3/20/16,0.93,36335483.78,11134390.98,13727453.57,1773088.87,9700550.36,7248857.68,2374053.89,77638.79,conventional,2016,Total U.S.
11/29/20,0.89,36303871.76,10341275.25,6001923.1,530410.9,19371480.05,12667978.2,6230121.49,473380.36,conventional,2020,Total U.S.
9/2/18,1.29,36169161.57,10916802.88,10880826.3,777527.98,13594004.41,9783860.21,3485418.35,324725.85,conventional,2018,Total U.S.
3/27/16,0.94,35930195.92,11249198.4,12745266.73,1880231.38,10055499.41,7745105.36,2228007.91,82386.14,conventional,2016,Total U.S.
8/4/19,1.41,35751881.43,10031521.98,8853237.48,789420.88,16077701.09,10217006.54,5217065.62,643628.93,conventional,2019,Total U.S.
6/21/15,1.02,35734613.9,14699604.93,13244466.6,1326422.56,6464119.81,5517909.51,898027.46,48182.84,conventional,2015,Total U.S.
4/23/17,1.18,35729013.92,12236713.41,10224484.11,613507.38,12654309.02,9051466.83,3434846.78,167995.41,conventional,2017,Total U.S.
12/10/17,1.03,35634913.01,11943914.54,11659897.51,398348.55,11632752.41,8404955.25,3122650.26,105146.9,conventional,2017,Total U.S.
9/16/18,1.22,35609955.39,11598586.86,9716277.38,743851.12,13551240.03,9562607.7,3684646.74,303985.59,conventional,2018,Total U.S.
6/12/16,1.04,35580820,12291686.69,11533969.83,1607344.08,10147819.4,8039865.67,1796513.74,311439.99,conventional,2016,Total U.S.
7/10/16,1.1,35567568.43,11457080.38,11677528,1266433.97,11166526.08,8984513.63,1727668.8,454343.65,conventional,2016,Total U.S.
5/24/15,1.04,35344183.15,16000107.8,12513821.19,899779.92,5930474.24,5094263.38,815628.55,20582.31,conventional,2015,Total U.S.
1/10/16,0.93,35264336.01,11441286.89,13226088.66,1282612.91,9314347.55,6735384.32,2528089.14,50874.09,conventional,2016,Total U.S.
4/28/19,1.37,35223603.67,11547044.33,9044580,908429.44,13723549.9,8751301.61,4661547.01,310701.28,conventional,2019,Total U.S.
4/16/17,1.23,35182320.78,12311055.17,10069354.29,650017.26,12151894.06,9399104.79,2544942.74,207846.53,conventional,2017,Total U.S.
12/15/19,1.02,35174364.71,9939946.69,7293252.47,544368.08,17396797.47,9907452.98,6998810.58,490533.91,conventional,2019,Total U.S.
3/6/16,0.95,35064506.04,11824154.63,12196587.24,1686475.33,9357288.84,7502570.03,1747903.69,106815.12,conventional,2016,Total U.S.
7/14/19,1.47,34945476.94,9173282.84,9679713.58,754279.34,15338201.18,9764518.02,4958010.74,615672.42,conventional,2019,Total U.S.
9/23/18,1.19,34866282.28,10635595.44,10368078.03,644554.31,13218054.5,9638333.84,3294142.37,285578.29,conventional,2018,Total U.S.
4/9/17,1.21,34785712.55,12091315.22,10821096.24,647969.03,11225332.06,8946792.83,2098142.94,180396.29,conventional,2017,Total U.S.
7/28/19,1.47,34727442.98,9360275.5,8978733.7,948645.42,15439788.36,9477042.5,5252512.64,710233.22,conventional,2019,Total U.S.
1/31/16,0.93,34721249.92,11098088.49,13278053.61,1643703.17,8701404.65,6684515.27,1823889.58,192999.8,conventional,2016,Total U.S.
11/24/19,1.06,34631238,9568975,7488155,647375,16926733,9572128,6756021,598584,conventional,2019,Total U.S.
4/2/17,1.21,34468017.36,12245520.55,9733584.68,624709.69,11864202.44,9385516.28,2330300.27,148385.89,conventional,2017,Total U.S.
12/22/19,1.03,34459834.98,10219144.89,6805134.76,695299.88,16740255.45,9193315.35,6983046.64,563893.46,conventional,2019,Total U.S.
1/17/16,0.94,34426341.87,10036597.84,13832256.04,1419405.62,9138082.37,6846324.06,2228420.91,63337.4,conventional,2016,Total U.S.
5/21/17,1.26,34397651.15,12120948.7,10213231.95,621603.57,11441866.93,8508442.17,2718685.22,214739.54,conventional,2017,Total U.S.
8/14/16,1.12,34386177.3,12352932.68,10879341.61,749247.02,10404655.99,8479506.83,1813210.6,111938.56,conventional,2016,Total U.S.
9/11/16,1.08,34126730.95,12962762.94,10380438.09,512160.27,10271369.65,8199580.75,2016484.84,55304.06,conventional,2016,Total U.S.
10/21/18,1.13,34002534.69,10104600.64,9817026.08,530698.97,13550209,9914169.64,3463120.27,172919.09,conventional,2018,Total U.S.
8/28/16,1.09,33993931.31,12561055.5,10420973,563738.54,10448164.27,8503870.88,1785021.92,159271.47,conventional,2016,Total U.S.
2/19/17,0.99,33905854.58,11321732.4,10351148.2,832906.12,11400067.86,8676989.56,2576166.71,146911.59,conventional,2017,Total U.S.
7/21/19,1.5,33854234.81,8971163.89,9009255.54,857181.35,15016634.03,9310149.58,4989308.61,717175.84,conventional,2019,Total U.S.
12/3/17,1.09,33824253,11746980,10905968,583801,10587491,7730801,2748622,108068,conventional,2017,Total U.S.
8/7/16,1.15,33819909.09,12197105.36,10731379.56,754548.53,10136875.64,8386276.39,1569550.49,181048.76,conventional,2016,Total U.S.
5/31/15,1.03,33720159.09,15503613.33,11599634.02,903908.35,5713003.39,4967231.63,726046.25,19725.51,conventional,2015,Total U.S.
3/5/17,1.13,33684175.01,11335275.58,10807889.59,795173.2,10745836.64,8302600.77,2322677.19,120558.68,conventional,2017,Total U.S.
4/3/16,0.94,33668450.55,11320969.79,11512621.85,1731910.48,9102948.43,6830380.18,2213379.44,59188.81,conventional,2016,Total U.S.
8/21/16,1.1,33592097.72,12725249.3,9906498.51,609720.87,10350629.04,8749239.27,1446381.11,155008.66,conventional,2016,Total U.S.
9/6/15,1.02,33526480.08,12569277.14,14245598.38,1129771.19,5581833.37,4363707.93,1184888.95,33236.49,conventional,2015,Total U.S.
8/9/15,1.05,33254911.87,13003371.07,13926692.62,1014520.88,5310327.3,4391461.66,888237.91,30627.73,conventional,2015,Total U.S.
4/19/15,1.03,33091256.26,14251319.31,12277858.78,1016631.26,5545446.91,4696224.79,819935.17,29286.95,conventional,2015,Total U.S.
3/1/15,0.97,32994014.16,13282222.98,13733124.48,1070576.07,4908090.63,4129138.63,725218.35,53733.65,conventional,2015,Total U.S.
8/13/17,1.33,32817254.13,10952703.84,11154310.29,624963.41,10085276.59,6687661.77,3118889.17,278725.65,conventional,2017,Total U.S.
2/21/16,0.94,32804733.22,10015825.13,12003751.56,1375260.47,9409896.06,7213492.61,2150749.43,45654.02,conventional,2016,Total U.S.
1/24/16,0.95,32787079.21,7020459,14054367.5,1440380.36,10271872.35,7438489.6,2668368.01,165014.74,conventional,2016,Total U.S.
7/17/16,1.15,32656123.63,10320463.27,10628872.6,953631.47,10753156.29,8737861.29,1624816.27,390478.73,conventional,2016,Total U.S.
7/23/17,1.31,32608301.51,11391055.98,11339580.43,612242.37,9265422.73,6333888.33,2636616.32,294918.08,conventional,2017,Total U.S.
3/26/17,1.24,32555119.32,11737559.6,9664310.82,611105.54,10542143.36,8498317.81,1844371.94,199453.61,conventional,2017,Total U.S.
8/6/17,1.33,32529920.23,11292580.44,10988313.58,665312.55,9583713.66,6889925.78,2376269.93,317517.95,conventional,2017,Total U.S.
3/22/15,1.01,32513550.51,13697405.61,12659784.83,1066385.92,5089974.15,4275071.46,762527.54,52375.15,conventional,2015,Total U.S.
7/16/17,1.33,32455047.11,11155465.9,11202844.97,756103.12,9340633.12,6514899.46,2499385.51,326348.15,conventional,2017,Total U.S.
6/28/15,1.06,32408705.7,13299568.71,11505999.24,1045832.54,6557305.21,5690216.31,846752.4,20336.5,conventional,2015,Total U.S.
7/24/16,1.2,32339377.09,10331314.28,10795751.15,947964.05,10264347.61,8315738.7,1561208.69,387400.22,conventional,2016,Total U.S.
11/12/17,1.15,32336225,11512837,9994648,416643,10412097,7277327,3044847,89923,conventional,2017,Total U.S.
7/19/15,1.07,32324647.66,12742760.17,12605457.17,1154897.34,5821532.98,4757798.96,1013834.06,49899.96,conventional,2015,Total U.S.
2/8/15,0.95,32137333.01,13308193.4,13381347.54,737939.45,4709852.62,4022474.85,673453.54,13924.23,conventional,2015,Total U.S.
11/5/17,1.19,32051594.24,11042128.27,9774987.75,400250.97,10834227.25,7470394.42,3275463.49,88369.34,conventional,2017,Total U.S.
4/12/15,1.02,32046401.64,14793354.18,11210544.11,807942.41,5234560.94,4400469.38,826567.05,7524.51,conventional,2015,Total U.S.
5/17/15,1.06,32027686.15,14615941.59,11003341.22,963549.53,5444853.81,4747544.74,660983.55,36325.52,conventional,2015,Total U.S.
3/12/17,1.22,32020573.94,11228357.23,9575227.17,727233.05,10489756.49,8207585.25,2124294.41,157876.83,conventional,2017,Total U.S.
8/16/15,1.05,31936856.18,12680252.48,12998327.25,1143364.58,5114911.87,4342839.06,703542.1,68530.71,conventional,2015,Total U.S.
7/30/17,1.32,31756097.22,11112191.11,11088082.78,596676.12,8959147.21,6337457.44,2396438.66,225251.11,conventional,2017,Total U.S.
7/12/15,1.07,31660031.68,12384449.4,12403360.2,980361.75,5891860.33,5067198.34,796786.14,27875.85,conventional,2015,Total U.S.
12/4/16,1,31621221.9,11043350.9,9908982.97,428009.84,10240878.19,7187022.58,2988504.98,65350.63,conventional,2016,Total U.S.
3/19/17,1.25,31595125.23,10975689.78,9622711.73,638217.85,10358505.87,8202242.37,2000176.08,156087.42,conventional,2017,Total U.S.
4/5/15,1.06,31500669.44,13939014.43,11526980.36,871981.29,5162693.36,4477299.71,666514.74,18878.91,conventional,2015,Total U.S.
9/18/16,1.15,31346091.46,11337829.1,9481313.14,486187.39,10040761.83,7649502.34,2311262.99,79996.5,conventional,2016,Total U.S.
1/4/15,0.95,31324277.73,12357161.34,13624083.05,844093.32,4498940.02,3585321.58,894945.63,18672.81,conventional,2015,Total U.S.
12/1/19,1.05,31319054,9291631,6238096,585262,15204064,8665497,5986828,551739,conventional,2019,Total U.S.
9/13/15,1.03,31245835.65,9875018.48,14888077.69,1118988.92,5363750.56,4072661.53,1226810.47,64278.56,conventional,2015,Total U.S.
7/31/16,1.23,31201590.22,10168972.37,10423957.83,783937.09,9824722.93,8193011.02,1431744.52,199967.39,conventional,2016,Total U.S.
11/1/15,0.97,31047484.27,10138703.85,14229286.82,1410928.18,5268565.42,3966597.25,1246220.37,55747.8,conventional,2015,Total U.S.
4/26/15,1.07,30894157.8,13833715.28,10867403.08,889732.2,5303307.24,4584203.44,687179.4,31924.4,conventional,2015,Total U.S.
12/17/17,1.07,30757767.03,10704214.26,9934618.43,574089.32,9544845.02,7149680.01,2260602.86,134562.15,conventional,2017,Total U.S.
7/26/15,1.07,30652211.08,12196225.93,12009228.05,1017157.74,5429599.36,4627251.87,779807.55,22539.94,conventional,2015,Total U.S.
8/2/15,1.09,30358467.88,12115233.76,12219014.12,984702.75,5039517.25,4322985.19,689175.8,27356.26,conventional,2015,Total U.S.
9/25/16,1.22,30305112.89,10548061.13,9255913.78,492604.3,10008533.68,7440444.59,2476400.79,91688.3,conventional,2016,Total U.S.
12/25/16,1,30287853.7,9255125.2,10282925.61,541972.42,10207830.47,7709584.33,2417144.92,81101.22,conventional,2016,Total U.S.
10/29/17,1.29,30237911.23,10596902.91,9803569.58,424755.66,9412683.08,6602082.25,2747519.87,63080.96,conventional,2017,Total U.S.
3/8/15,1.02,30094698.85,13013750.35,10973972.6,834009.15,5272966.75,4583726.82,673149.42,16090.51,conventional,2015,Total U.S.
12/11/16,0.98,30093540.7,9009996.11,9967220.02,403047.93,10713276.64,8149438.75,2490495.07,73342.82,conventional,2016,Total U.S.
3/29/15,1.04,29982648.43,12524637.04,11541041.35,811272.88,5105697.16,4487886.76,610349.2,7461.2,conventional,2015,Total U.S.
2/22/15,1.02,29936729.76,12628562.36,11354281.64,937138.85,5016746.91,4336247.12,667149.29,13350.5,conventional,2015,Total U.S.
8/20/17,1.41,29913744.37,10507928.78,8837219.28,581074.35,9987521.96,6837126.12,2911554.48,238841.36,conventional,2017,Total U.S.
11/18/18,1.14,29871135.02,9719228.92,7271528.37,497404.35,12382973.38,9174635.04,3103022.56,105315.78,conventional,2018,Total U.S.
8/30/15,1.07,29761638.48,11650976.87,11995960.83,1060352.53,5054348.25,4316352.47,685816.37,52179.41,conventional,2015,Total U.S.
8/23/15,1.08,29699845.61,11283021.31,12551529.7,909284.22,4956010.38,4318010.6,612362.43,25637.35,conventional,2015,Total U.S.
10/2/16,1.23,29615008.49,9534915.56,9123897.74,490123.01,10466072.18,7408765.9,2981275.76,76030.52,conventional,2016,Total U.S.
12/18/16,0.96,29583882.61,9394065.91,10339168.2,427872.42,9422776.08,6970320.34,2358443.96,94011.78,conventional,2016,Total U.S.
3/15/15,1.04,29572225.71,13149988.71,10634070.76,871575.04,4916591.2,4287621.56,614904.92,14064.72,conventional,2015,Total U.S.
9/20/15,1.02,29569086.56,9422275.27,13846044.56,1112405.42,5188361.31,3938274.51,1183732.08,66354.72,conventional,2015,Total U.S.
10/18/15,0.99,29375123.6,9162094.14,14082539.61,1220251.19,4910238.66,3930198.18,952191.42,27849.06,conventional,2015,Total U.S.
11/19/17,1.17,29253484,11173132,7847059,416186,9817108,6662322,3059627,95159,conventional,2017,Total U.S.
10/11/15,1,29216198.15,8828340.53,13326573.45,1614282.73,5447001.44,4153477.6,1221305.29,72218.55,conventional,2015,Total U.S.
12/24/17,1.18,29102349.33,10027319.18,8964247.34,546373.81,9564409,7222270.69,2226794.39,115343.92,conventional,2017,Total U.S.
1/11/15,1.01,29063542.75,11544810.53,12134773.38,866574.66,4517384.18,3783261.16,718333.87,15789.15,conventional,2015,Total U.S.
1/18/15,1.03,29043458.85,11858139.34,11701947.8,831301.9,4652069.81,3873041.26,771093.2,7935.35,conventional,2015,Total U.S.
10/9/16,1.27,28857581.98,9552502.48,9579338.98,490956.88,9234783.64,6849126.9,2316377.99,69278.75,conventional,2016,Total U.S.
12/6/15,0.89,28800396.57,9405464.36,12160838.62,931830.63,6302262.96,5005077.36,1233956.21,63229.39,conventional,2015,Total U.S.
8/27/17,1.47,28785279.75,10735709.61,8587105.6,517541.94,8944922.6,6592504,2117565.5,234853.1,conventional,2017,Total U.S.
11/15/15,0.92,28597756.27,9907981.27,11699787.51,815641.54,6174345.95,4854619.04,1283546.73,36180.18,conventional,2015,Total U.S.
11/8/15,0.97,28485715.97,9991330.31,12199657.4,1143214.59,5151513.67,4058500.97,1027701.97,65310.73,conventional,2015,Total U.S.
1/25/15,1.04,28470310.84,12167445.03,10734652.82,768020.05,4800192.94,3978636.9,812924.73,8631.31,conventional,2015,Total U.S.
10/4/15,1.02,28243505.52,8353619.97,13775651.69,1209045.07,4905188.79,3664890.84,1189350.26,50947.69,conventional,2015,Total U.S.
12/13/15,0.93,28041335.38,9855053.66,10805838.91,1016163.17,6364279.64,4964462.13,1371440.28,28377.23,conventional,2015,Total U.S.
2/15/15,1.03,28012520.93,12626615.3,9783489.59,845653.52,4756762.52,4096226.46,648632,11904.06,conventional,2015,Total U.S.
9/27/15,1.03,27753508.14,8454208.8,13819912.63,1061979.37,4417407.34,3476492.68,886423.93,54490.73,conventional,2015,Total U.S.
10/16/16,1.3,27707046.82,8810664.45,8855072.75,447291.48,9594018.14,6934368.93,2575095.84,84553.37,conventional,2016,Total U.S.
12/2/18,1.22,27652425.62,9516477.21,7462865.75,521910.02,10151172.64,7174281.4,2895343.32,81547.92,conventional,2018,Total U.S.
12/27/15,0.95,27297983.67,9626901.09,10197890.05,1184340.09,6288852.44,4850404.09,1252626.31,185822.04,conventional,2015,Total U.S.
9/3/17,1.57,26808410.65,9775062.87,8565265.61,541902.88,7926179.29,5851814.47,1855970.25,218394.57,conventional,2017,Total U.S.
10/22/17,1.44,26706971.51,9607586.96,8761192.74,409598.47,7928593.34,6074596.23,1804539.66,49457.45,conventional,2017,Total U.S.
9/10/17,1.56,26385081.36,9496485.27,8373234.08,487926.52,8027435.49,6035666.24,1818832.48,172936.77,conventional,2017,Total U.S.
10/25/15,1.04,26240072.11,8683958.8,11410478.34,1188118.95,4957516.02,3918658.43,999727.7,39129.89,conventional,2015,Total U.S.
9/17/17,1.57,25394902.82,9153158.54,8328241.87,417270.7,7496231.71,5494163.7,1923561.42,78506.59,conventional,2017,Total U.S.
11/22/15,0.96,25114228.11,8571849.8,10389879.59,804662.83,5347835.89,4178583.45,1137229.84,32022.6,conventional,2015,Total U.S.
12/20/15,0.98,25083647.17,8710021.76,9329861.85,1201020.01,5842743.55,4618389.66,1025048.77,199305.12,conventional,2015,Total U.S.
10/15/17,1.58,25031589.09,8769357.86,8534404.17,392119.12,7335707.94,5387869.35,1893510.99,54327.6,conventional,2017,Total U.S.
11/20/16,1.27,24989702.75,8531160.52,8033510.82,407567.78,8017463.63,6207080.46,1765673.77,44709.4,conventional,2016,Total U.S.
10/23/16,1.34,24753513.95,7579629.06,8104522.26,452383.96,8616978.67,6508666.81,2016513.03,91798.83,conventional,2016,Total U.S.
11/26/17,1.24,24686675,9175316,7312239,379637,7819483,5571801,2156887,90795,conventional,2017,Total U.S.
9/24/17,1.62,24637148.38,8652381.39,8295761.93,385004.72,7304000.34,5442167.06,1792564.59,69268.69,conventional,2017,Total U.S.
10/1/17,1.64,24610645.21,8342407.59,8354516.32,384794.18,7528927.12,5513111.7,1954129.38,61686.04,conventional,2017,Total U.S.
10/8/17,1.65,24397166.19,8911144.2,7609509.9,391832.89,7484679.2,5444021.28,1976738.84,63919.08,conventional,2017,Total U.S.
11/13/16,1.36,24075126.49,8235135.43,7759608.21,477520.95,7602861.9,5602593.66,1957163.93,43104.31,conventional,2016,Total U.S.
11/27/16,1.21,22923062.65,7891487.94,7337341.77,344475.9,7349757.04,5691266.56,1609867.2,48623.28,conventional,2016,Total U.S.
11/29/15,0.99,22617999.38,8094803.56,9003178.41,731008.41,4789009,3901953.04,856560.34,30495.62,conventional,2015,Total U.S.
11/6/16,1.44,22534698.38,7804252.91,7126936.31,505349.44,7098159.72,5245066.66,1812174.32,40918.74,conventional,2016,Total U.S.
11/25/18,1.25,21855493.69,7140335.3,6021450.19,402865.82,8290842.38,6016142.82,2183010.88,91688.68,conventional,2018,Total U.S.
10/30/16,1.43,21009730.21,7100458.82,6852046.35,453145.26,6604079.78,4655045.62,1882750.65,66283.51,conventional,2016,Total U.S.